accent,difficulty,confidence,content,wrdLength
British_UK,Hard,1.0,initial,7
British_UK,Hard,1.0,acquisition,11
British_UK,Hard,1.0,students,8
British_UK,Hard,1.0,who,3
British_UK,Hard,1.0,can,3
British_UK,Hard,1.0,accurately,10
British_UK,Hard,0.9754,distinguish,11
British_UK,Hard,1.0,between,7
British_UK,Hard,1.0,what,4
British_UK,Hard,1.0,they,4
British_UK,Hard,0.9971,know,4
British_UK,Hard,1.0,and,3
British_UK,Hard,1.0,do,2
British_UK,Hard,1.0,not,3
British_UK,Hard,1.0,know,4
British_UK,Hard,1.0,should,6
British_UK,Hard,1.0,be,2
British_UK,Hard,1.0,it,2
British_UK,Hard,0.9995,an,2
British_UK,Hard,1.0,advantage,9
British_UK,Hard,1.0,while,5
British_UK,Hard,1.0,working,7
British_UK,Hard,1.0,in,2
British_UK,Hard,1.0,such,4
British_UK,Hard,0.9995,domains,7
British_UK,Hard,1.0,since,5
British_UK,Hard,1.0,they,4
British_UK,Hard,1.0,are,3
British_UK,Hard,1.0,more,4
British_UK,Hard,1.0,likely,6
British_UK,Hard,1.0,to,2
British_UK,Hard,0.9988,review,6
British_UK,Hard,1.0,and,3
British_UK,Hard,0.9983,try,3
British_UK,Hard,1.0,to,2
British_UK,Hard,0.7806,relearn,7
British_UK,Hard,0.8584,imperfectly,11
British_UK,Hard,0.9964,mastered,8
British_UK,Hard,0.9995,materials,9
British_UK,Hard,1.0,needed,6
British_UK,Hard,1.0,for,3
British_UK,Hard,1.0,particular,10
British_UK,Hard,1.0,tasks,5
British_UK,Hard,1.0,compared,8
British_UK,Hard,1.0,with,4
British_UK,Hard,1.0,those,5
British_UK,Hard,1.0,who,3
British_UK,Hard,0.9974,are,3
British_UK,Hard,1.0,less,4
British_UK,Hard,1.0,accurate,8
British_UK,Hard,0.9997,in,2
British_UK,Hard,1.0,estimating,10
British_UK,Hard,0.9897,their,5
British_UK,Hard,1.0,own,3
British_UK,Hard,1.0,knowledge,9
British_UK,Hard,1.0,in,2
British_UK,Hard,1.0,view,4
British_UK,Hard,1.0,of,2
British_UK,Hard,1.0,the,3
British_UK,Hard,1.0,fact,4
British_UK,Hard,1.0,that,4
British_UK,Hard,1.0,the,3
British_UK,Hard,1.0,existing,8
British_UK,Hard,1.0,knowledge,9
British_UK,Hard,1.0,monitoring,10
British_UK,Hard,0.7831,scores,6
British_UK,Hard,1.0,accounted,9
British_UK,Hard,1.0,for,3
British_UK,Hard,1.0,little,6
British_UK,Hard,0.6622,variance,8
British_UK,Hard,1.0,in,2
British_UK,Hard,0.9933,science,7
British_UK,Hard,0.9894,grades,6
British_UK,Hard,1.0,it,2
British_UK,Hard,1.0,would,5
British_UK,Hard,1.0,be,2
British_UK,Hard,1.0,useful,6
British_UK,Hard,1.0,to,2
British_UK,Hard,1.0,develop,7
British_UK,Hard,0.7327,the,3
British_UK,Hard,1.0,knowledge,9
British_UK,Hard,1.0,monitoring,10
British_UK,Hard,1.0,ability,7
British_UK,Hard,1.0,procedure,9
British_UK,Hard,1.0,in,2
British_UK,Hard,1.0,the,3
British_UK,Hard,0.9368,science,7
British_UK,Hard,0.9859,domain,6
British_UK,Hard,0.9988,to,2
British_UK,Hard,1.0,determine,9
British_UK,Hard,0.9957,its,3
British_UK,Hard,0.9547,relationship,12
British_UK,Hard,0.9867,to,2
British_UK,Hard,0.9939,achievement,11
British_UK,Hard,1.0,in,2
British_UK,Hard,1.0,science,7
British_UK,Hard,1.0,and,3
British_UK,Hard,1.0,engineering,11
Chinese,Easy,1.0,the,3
Chinese,Easy,1.0,world,5
Chinese,Easy,1.0,needs,5
Chinese,Easy,0.9961,you,3
Chinese,Easy,0.9382,stop,4
Chinese,Easy,1.0,being,5
Chinese,Easy,0.671,foreign,7
Chinese,Easy,0.9921,yet,3
Chinese,Easy,0.9696,you,3
Chinese,Easy,0.9665,foreign,7
Chinese,Easy,1.0,is,2
Chinese,Easy,1.0,easy,4
Chinese,Easy,0.9992,everybody,9
Chinese,Easy,1.0,can,3
Chinese,Easy,1.0,be,2
Chinese,Easy,0.9682,boring,6
Chinese,Easy,0.9367,whether,7
Chinese,Easy,0.8651,your,4
Chinese,Easy,0.9889,food,4
Chinese,Easy,1.0,or,2
Chinese,Easy,1.0,not,3
Chinese,Easy,1.0,life,4
Chinese,Easy,1.0,is,2
Chinese,Easy,1.0,not,3
Chinese,Easy,1.0,a,1
Chinese,Easy,1.0,game,4
Chinese,Easy,1.0,people,6
Chinese,Easy,1.0,life,4
Chinese,Easy,1.0,is,2
Chinese,Easy,0.9992,and,3
Chinese,Easy,0.6509,take,4
Chinese,Easy,0.5996,serial,6
Chinese,Easy,1.0,either,6
Chinese,Easy,1.0,well,4
Chinese,Easy,0.9846,you,3
Chinese,Easy,0.3844,accused,7
Chinese,Easy,0.4763,a,1
Chinese,Easy,0.5017,serial,6
Chinese,Easy,1.0,and,3
Chinese,Easy,1.0,if,2
Chinese,Easy,1.0,life,4
Chinese,Easy,0.9981,once,4
Chinese,Easy,1.0,again,5
Chinese,Easy,1.0,we,2
Chinese,Easy,0.9945,on,2
Chinese,Easy,1.0,the,3
Chinese,Easy,1.0,same,4
Chinese,Easy,0.9681,team,4
Chinese,Easy,1.0,i,1
Chinese,Easy,1.0,mean,4
Chinese,Easy,0.9928,really,6
Chinese,Easy,0.9465,right,5
Chinese,Easy,0.9971,among,5
Chinese,Easy,1.0,your,4
Chinese,Easy,0.9995,team,4
Chinese,Easy,0.599,be,2
Chinese,Easy,0.8437,on,2
Chinese,Easy,1.0,19,2
Chinese,Easy,1.0,this,4
Chinese,Easy,1.0,is,2
Chinese,Easy,1.0,life,4
Chinese,Easy,1.0,people,6
Chinese,Easy,1.0,we,2
Chinese,Easy,1.0,got,3
Chinese,Easy,1.0,air,3
Chinese,Easy,1.0,coming,6
Chinese,Easy,1.0,through,7
Chinese,Easy,1.0,your,4
Chinese,Easy,0.9998,nose,4
Chinese,Easy,1.0,april,5
Chinese,Easy,1.0,and,3
Chinese,Easy,0.8211,two,3
Chinese,Easy,0.8937,roads,5
Chinese,Easy,0.852,diverting,9
Chinese,Easy,1.0,the,3
Chinese,Easy,0.9793,woods,5
Chinese,Easy,1.0,and,3
Chinese,Easy,0.9922,i,1
Chinese,Easy,0.8202,trooped,7
Chinese,Easy,0.9513,the,3
Chinese,Easy,0.7048,role,4
Chinese,Easy,0.9518,less,4
Chinese,Easy,0.8893,travel,6
Chinese,Easy,1.0,and,3
Chinese,Easy,0.8937,it,2
Chinese,Easy,0.9442,hurt,4
Chinese,Easy,0.9915,man,3
Chinese,Easy,0.9973,really,6
Chinese,Easy,1.0,bad,3
Chinese,Easy,0.7282,rocks,5
Chinese,Easy,0.5823,spoons,6
Chinese,Easy,1.0,and,3
Chinese,Easy,0.9315,bless,5
Chinese,Easy,0.9978,not,3
Chinese,Easy,0.6348,pull,4
Chinese,Easy,1.0,robert,6
Chinese,Easy,1.0,frost,5
Chinese,Easy,0.999,but,3
Chinese,Easy,1.0,what,4
Chinese,Easy,1.0,if,2
Chinese,Easy,0.9964,there,5
Chinese,Easy,1.0,really,6
Chinese,Easy,1.0,were,4
Chinese,Easy,0.6855,two,3
Chinese,Easy,0.9797,pants,5
Chinese,Easy,1.0,i,1
Chinese,Easy,0.9987,want,4
Chinese,Easy,1.0,to,2
Chinese,Easy,0.5826,be,2
Chinese,Easy,0.5823,in,2
Chinese,Easy,1.0,the,3
Chinese,Easy,0.9996,one,3
Chinese,Easy,1.0,that,4
Chinese,Easy,0.5952,leaves,6
Chinese,Easy,0.5749,thio,4
Chinese,Easy,0.971,awesome,7
Chinese,Easy,1.0,like,4
Chinese,Easy,1.0,that,4
Chinese,Easy,1.0,journey,7
Chinese,Easy,1.0,said,4
Chinese,Easy,1.0,stop,4
Chinese,Easy,0.9961,believing,9
Chinese,Easy,1.0,unless,6
Chinese,Easy,1.0,your,4
Chinese,Easy,0.9752,dream,5
Chinese,Easy,0.9778,is,2
Chinese,Easy,0.9954,stupid,6
Chinese,Easy,1.0,then,4
Chinese,Easy,1.0,you,3
Chinese,Easy,1.0,should,6
Chinese,Easy,1.0,give,4
Chinese,Easy,1.0,up,2
Chinese,Easy,1.0,your,4
Chinese,Easy,0.5648,dream,5
Chinese,Easy,1.0,i,1
Chinese,Easy,1.0,think,5
Chinese,Easy,1.0,how,3
Chinese,Easy,1.0,it,2
Chinese,Easy,1.0,goes,4
Chinese,Easy,0.9918,you,3
Chinese,Easy,1.0,better,6
Chinese,Easy,0.9969,dream,5
Chinese,Easy,0.9974,to,2
Chinese,Easy,1.0,keep,4
Chinese,Easy,0.9998,going,5
Chinese,Easy,1.0,keep,4
Chinese,Easy,1.0,going,5
Chinese,Easy,1.0,keep,4
Chinese,Easy,1.0,going,5
Chinese,Easy,1.0,and,3
Chinese,Easy,1.0,keep,4
Chinese,Easy,1.0,going,5
Chinese,Easy,1.0,what,4
Chinese,Easy,1.0,if,2
Chinese,Easy,1.0,michael,7
Chinese,Easy,0.9557,jordan,6
Chinese,Easy,0.8058,head,4
Chinese,Easy,0.5741,quit,4
Chinese,Easy,1.0,well,4
Chinese,Easy,0.9644,pretty,6
Chinese,Easy,0.9537,quick,5
Chinese,Easy,0.5737,no,2
Chinese,Easy,1.0,he,2
Chinese,Easy,0.9379,retired,7
Chinese,Easy,1.0,yeah,4
Chinese,Easy,1.0,yes,3
Chinese,Easy,1.0,he,2
Chinese,Easy,0.9424,retired,7
Chinese,Easy,0.569,papa,4
Chinese,Easy,0.9373,for,3
Chinese,Easy,1.0,that,4
Chinese,Easy,1.0,in,2
Chinese,Easy,1.0,high,4
Chinese,Easy,0.9993,school,6
Chinese,Easy,1.0,what,4
Chinese,Easy,1.0,if,2
Chinese,Easy,0.9964,he,2
Chinese,Easy,0.7917,quit,4
Chinese,Easy,1.0,when,4
Chinese,Easy,1.0,he,2
Chinese,Easy,1.0,make,4
Chinese,Easy,1.0,the,3
Chinese,Easy,1.0,team,4
Chinese,Easy,1.0,he,2
Chinese,Easy,0.5533,would,5
Chinese,Easy,1.0,never,5
Chinese,Easy,0.9934,make,4
Chinese,Easy,1.0,space,5
Chinese,Easy,0.5691,jam,3
Chinese,Easy,0.9868,and,3
Chinese,Easy,0.6407,nile,4
Chinese,Easy,0.8021,off,3
Chinese,Easy,1.0,space,5
Chinese,Easy,0.8479,jam,3
Chinese,Easy,1.0,what,4
Chinese,Easy,1.0,will,4
Chinese,Easy,1.0,be,2
Chinese,Easy,1.0,your,4
Chinese,Easy,1.0,space,5
Chinese,Easy,0.2701,gin,3
Chinese,Easy,1.0,what,4
Chinese,Easy,1.0,will,4
Chinese,Easy,1.0,you,3
Chinese,Easy,1.0,create,6
Chinese,Easy,0.9985,to,2
Chinese,Easy,1.0,make,4
Chinese,Easy,1.0,the,3
Chinese,Easy,1.0,world,5
Chinese,Easy,0.7237,awesome,7
Chinese,Easy,1.0,nothing,7
Chinese,Easy,1.0,if,2
Chinese,Easy,0.9714,you,3
Chinese,Easy,0.999,keep,4
Chinese,Easy,1.0,sitting,7
Chinese,Easy,0.9977,there,5
Chinese,Easy,1.0,why,3
Chinese,Easy,1.0,talking,7
Chinese,Easy,1.0,to,2
Chinese,Easy,1.0,you,3
Chinese,Easy,1.0,today,5
Chinese,Easy,1.0,this,4
Chinese,Easy,1.0,is,2
Chinese,Easy,1.0,your,4
Chinese,Easy,1.0,time,4
Chinese,Easy,1.0,this,4
Chinese,Easy,1.0,is,2
Chinese,Easy,1.0,my,2
Chinese,Easy,1.0,time,4
Chinese,Easy,0.9981,our,3
Chinese,Easy,1.0,time,4
Chinese,Easy,1.0,we,2
Chinese,Easy,1.0,can,3
Chinese,Easy,1.0,make,4
Chinese,Easy,0.5145,every,5
Chinese,Easy,0.5145,day,3
Chinese,Easy,1.0,better,6
Chinese,Easy,1.0,for,3
Chinese,Easy,1.0,each,4
Chinese,Easy,1.0,other,5
Chinese,Easy,1.0,if,2
Chinese,Easy,0.7572,we,2
Chinese,Easy,0.6763,were,4
Chinese,Easy,0.9742,along,5
Chinese,Easy,1.0,the,3
Chinese,Easy,1.0,same,4
Chinese,Easy,1.0,thing,5
Chinese,Easy,1.0,start,5
Chinese,Easy,1.0,acting,6
Chinese,Easy,1.0,like,4
Chinese,Easy,0.5293,it,2
Chinese,Easy,0.9997,we,2
Chinese,Easy,1.0,got,3
Chinese,Easy,1.0,work,4
Chinese,Easy,1.0,to,2
Chinese,Easy,1.0,do,2
Chinese,Easy,1.0,we,2
Chinese,Easy,0.9895,can,3
Chinese,Easy,0.5017,cry,3
Chinese,Easy,0.9988,about,5
Chinese,Easy,1.0,it,2
Chinese,Easy,1.0,or,2
Chinese,Easy,1.0,we,2
Chinese,Easy,0.9907,can,3
Chinese,Easy,0.9953,dance,5
Chinese,Easy,0.3423,a,1
Chinese,Easy,0.6846,body,4
Chinese,Easy,1.0,we,2
Chinese,Easy,1.0,were,4
Chinese,Easy,1.0,made,4
Chinese,Easy,1.0,to,2
Chinese,Easy,0.9999,be,2
Chinese,Easy,1.0,awesome,7
Chinese,Easy,1.0,get,3
Chinese,Easy,1.0,out,3
Chinese,Easy,0.9971,there,5
Chinese,Easy,1.0,i,1
Chinese,Easy,1.0,know,4
Chinese,Easy,0.9992,everything,10
Chinese,Easy,1.0,just,4
Chinese,Easy,0.5684,they,4
Chinese,Easy,0.9164,take,4
Chinese,Easy,0.9508,what,4
Chinese,Easy,1.0,i,1
Chinese,Easy,0.9959,know,4
Chinese,Easy,1.0,this,4
Chinese,Easy,1.0,duty,4
Chinese,Easy,1.0,to,2
Chinese,Easy,1.0,give,4
Chinese,Easy,1.0,the,3
Chinese,Easy,0.5969,a,1
Chinese,Easy,1.0,reason,6
Chinese,Easy,0.8786,to,2
Chinese,Easy,1.0,then,4
Chinese,Easy,1.0,so,2
Chinese,Easy,1.0,get,3
Chinese,Easy,0.9995,to,2
Chinese,Easy,1.0,eat,3
Chinese,Medium,1.0,but,3
Chinese,Medium,1.0,then,4
Chinese,Medium,1.0,came,4
Chinese,Medium,0.9996,my,2
Chinese,Medium,0.9991,90,2
Chinese,Medium,0.9823,page,4
Chinese,Medium,0.9368,senior,6
Chinese,Medium,0.5354,ceases,6
Chinese,Medium,0.9771,a,1
Chinese,Medium,0.9998,paper,5
Chinese,Medium,1.0,supposed,8
Chinese,Medium,1.0,to,2
Chinese,Medium,1.0,spend,5
Chinese,Medium,1.0,a,1
Chinese,Medium,1.0,year,4
Chinese,Medium,1.0,on,2
Chinese,Medium,0.9972,and,3
Chinese,Medium,0.9958,i,1
Chinese,Medium,0.9961,knew,4
Chinese,Medium,0.9972,for,3
Chinese,Medium,0.9599,a,1
Chinese,Medium,1.0,paper,5
Chinese,Medium,1.0,like,4
Chinese,Medium,1.0,that,4
Chinese,Medium,1.0,my,2
Chinese,Medium,1.0,normal,6
Chinese,Medium,0.8429,workflow,8
Chinese,Medium,0.9996,waas,4
Chinese,Medium,1.0,not,3
Chinese,Medium,1.0,an,2
Chinese,Medium,1.0,option,6
Chinese,Medium,1.0,it,2
Chinese,Medium,0.9952,wants,5
Chinese,Medium,0.9983,way,3
Chinese,Medium,0.9987,too,3
Chinese,Medium,1.0,big,3
Chinese,Medium,1.0,a,1
Chinese,Medium,1.0,project,7
Chinese,Medium,1.0,so,2
Chinese,Medium,1.0,i,1
Chinese,Medium,0.7402,planned,7
Chinese,Medium,0.9992,things,6
Chinese,Medium,1.0,out,3
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,i,1
Chinese,Medium,0.9997,decided,7
Chinese,Medium,1.0,i,1
Chinese,Medium,0.9801,kind,4
Chinese,Medium,0.7301,of,2
Chinese,Medium,1.0,had,3
Chinese,Medium,1.0,to,2
Chinese,Medium,1.0,go,2
Chinese,Medium,1.0,something,9
Chinese,Medium,1.0,like,4
Chinese,Medium,0.9466,this,4
Chinese,Medium,1.0,this,4
Chinese,Medium,1.0,is,2
Chinese,Medium,1.0,how,3
Chinese,Medium,1.0,the,3
Chinese,Medium,0.9988,year,4
Chinese,Medium,0.9597,will,4
Chinese,Medium,1.0,go,2
Chinese,Medium,1.0,so,2
Chinese,Medium,1.0,i,1
Chinese,Medium,0.9963,start,5
Chinese,Medium,1.0,off,3
Chinese,Medium,0.5058,like,4
Chinese,Medium,1.0,and,3
Chinese,Medium,0.9877,i,1
Chinese,Medium,0.5929,bumpy,5
Chinese,Medium,1.0,talking,7
Chinese,Medium,1.0,the,3
Chinese,Medium,1.0,middle,6
Chinese,Medium,0.9993,months,6
Chinese,Medium,1.0,and,3
Chinese,Medium,0.9483,then,4
Chinese,Medium,1.0,at,2
Chinese,Medium,1.0,the,3
Chinese,Medium,1.0,end,3
Chinese,Medium,1.0,i,1
Chinese,Medium,1.0,would,5
Chinese,Medium,0.897,kick,4
Chinese,Medium,0.9133,it,2
Chinese,Medium,1.0,talking,7
Chinese,Medium,0.949,to,2
Chinese,Medium,0.8137,highly,6
Chinese,Medium,1.0,just,4
Chinese,Medium,1.0,like,4
Chinese,Medium,1.0,a,1
Chinese,Medium,1.0,little,6
Chinese,Medium,0.9963,staircase,9
Chinese,Medium,1.0,how,3
Chinese,Medium,1.0,hard,4
Chinese,Medium,1.0,could,5
Chinese,Medium,1.0,it,2
Chinese,Medium,1.0,be,2
Chinese,Medium,0.8733,to,2
Chinese,Medium,1.0,what,4
Chinese,Medium,1.0,up,2
Chinese,Medium,0.951,the,3
Chinese,Medium,1.0,stairs,6
Chinese,Medium,1.0,no,2
Chinese,Medium,1.0,big,3
Chinese,Medium,1.0,deal,4
Chinese,Medium,0.9993,right,5
Chinese,Medium,1.0,but,3
Chinese,Medium,0.9997,then,4
Chinese,Medium,1.0,the,3
Chinese,Medium,1.0,funniest,8
Chinese,Medium,1.0,thing,5
Chinese,Medium,1.0,happened,8
Chinese,Medium,1.0,those,5
Chinese,Medium,1.0,first,5
Chinese,Medium,1.0,few,3
Chinese,Medium,1.0,months,6
Chinese,Medium,1.0,they,4
Chinese,Medium,1.0,came,4
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,went,4
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,i,1
Chinese,Medium,0.7718,quite,5
Chinese,Medium,0.8967,do,2
Chinese,Medium,0.9995,stuff,5
Chinese,Medium,1.0,so,2
Chinese,Medium,1.0,we,2
Chinese,Medium,1.0,had,3
Chinese,Medium,0.9915,an,2
Chinese,Medium,1.0,awesome,7
Chinese,Medium,0.9948,new,3
Chinese,Medium,1.0,revised,7
Chinese,Medium,0.9994,plan,4
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,then,4
Chinese,Medium,0.7167,bought,6
Chinese,Medium,0.7759,then,4
Chinese,Medium,1.0,those,5
Chinese,Medium,1.0,middle,6
Chinese,Medium,0.9915,months,6
Chinese,Medium,1.0,actually,8
Chinese,Medium,1.0,went,4
Chinese,Medium,0.9848,by,2
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,i,1
Chinese,Medium,0.9179,really,6
Chinese,Medium,0.8467,write,5
Chinese,Medium,0.9232,words,5
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,so,2
Chinese,Medium,1.0,we,2
Chinese,Medium,0.963,were,4
Chinese,Medium,0.9992,here,4
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,then,4
Chinese,Medium,0.9921,two,3
Chinese,Medium,1.0,months,6
Chinese,Medium,1.0,turned,6
Chinese,Medium,1.0,into,4
Chinese,Medium,0.9987,one,3
Chinese,Medium,1.0,which,5
Chinese,Medium,1.0,turned,6
Chinese,Medium,1.0,into,4
Chinese,Medium,0.9995,two,3
Chinese,Medium,0.9999,weeks,5
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,one,3
Chinese,Medium,1.0,day,3
Chinese,Medium,1.0,i,1
Chinese,Medium,1.0,woke,4
Chinese,Medium,1.0,up,2
Chinese,Medium,1.0,with,4
Chinese,Medium,0.9965,three,5
Chinese,Medium,1.0,days,4
Chinese,Medium,1.0,until,5
Chinese,Medium,1.0,the,3
Chinese,Medium,0.995,deadline,8
Chinese,Medium,0.9988,still,5
Chinese,Medium,1.0,not,3
Chinese,Medium,1.0,having,6
Chinese,Medium,1.0,written,7
Chinese,Medium,0.5062,in,2
Chinese,Medium,0.6713,work,4
Chinese,Medium,1.0,and,3
Chinese,Medium,1.0,so,2
Chinese,Medium,1.0,i,1
Chinese,Medium,1.0,did,3
Chinese,Medium,1.0,the,3
Chinese,Medium,1.0,only,4
Chinese,Medium,1.0,thing,5
Chinese,Medium,1.0,i,1
Chinese,Medium,1.0,could,5
Chinese,Medium,0.9679,i,1
Chinese,Medium,0.4478,rode,4
Chinese,Medium,0.9992,90,2
Chinese,Medium,0.9907,pages,5
Chinese,Medium,1.0,over,4
Chinese,Medium,1.0,72,2
Chinese,Medium,1.0,hours,5
Chinese,Medium,1.0,pulling,7
Chinese,Medium,1.0,not,3
Chinese,Medium,0.9996,one,3
Chinese,Medium,0.9979,but,3
Chinese,Medium,0.9985,two,3
Chinese,Medium,1.0,all,3
Chinese,Medium,1.0,nighters,8
Chinese,Medium,0.9969,humans,6
Chinese,Medium,1.0,are,3
Chinese,Medium,1.0,not,3
Chinese,Medium,1.0,supposed,8
Chinese,Medium,1.0,to,2
Chinese,Medium,1.0,pull,4
Chinese,Medium,0.8552,two,3
Chinese,Medium,1.0,all,3
Chinese,Medium,1.0,nighters,8
Chinese,Medium,0.8816,bring,5
Chinese,Medium,0.794,together,8
Chinese,Medium,0.294,across,6
Chinese,Medium,0.3883,campus,6
Chinese,Medium,0.9177,stuffing,8
Chinese,Medium,0.9989,slow,4
Chinese,Medium,1.0,motion,6
Chinese,Medium,1.0,and,3
Chinese,Medium,0.8243,body,4
Chinese,Medium,0.7913,eating,6
Chinese,Medium,1.0,just,4
Chinese,Medium,1.0,at,2
Chinese,Medium,0.9999,the,3
Chinese,Medium,0.9997,deadline,8
Chinese,Hard,0.999,learning,8
Chinese,Hard,1.0,in,2
Chinese,Hard,0.9903,conflicts,9
Chinese,Hard,0.9982,domains,7
Chinese,Hard,1.0,such,4
Chinese,Hard,1.0,as,2
Chinese,Hard,1.0,science,7
Chinese,Hard,1.0,and,3
Chinese,Hard,1.0,engineering,11
Chinese,Hard,1.0,or,2
Chinese,Hard,1.0,making,6
Chinese,Hard,0.9989,diagnosis,9
Chinese,Hard,0.9665,in,2
Chinese,Hard,0.9985,medicine,8
Chinese,Hard,1.0,or,2
Chinese,Hard,1.0,other,5
Chinese,Hard,0.9997,fields,6
Chinese,Hard,1.0,often,5
Chinese,Hard,1.0,requires,8
Chinese,Hard,1.0,that,4
Chinese,Hard,0.9986,students,8
Chinese,Hard,0.9966,bring,5
Chinese,Hard,1.0,substantial,11
Chinese,Hard,1.0,amounts,7
Chinese,Hard,1.0,off,3
Chinese,Hard,0.9961,prior,5
Chinese,Hard,1.0,learning,8
Chinese,Hard,0.9945,to,2
Chinese,Hard,0.9559,bear,4
Chinese,Hard,1.0,in,2
Chinese,Hard,1.0,order,5
Chinese,Hard,1.0,to,2
Chinese,Hard,0.9977,understand,10
Chinese,Hard,0.9999,and,3
Chinese,Hard,0.9989,acquire,7
Chinese,Hard,1.0,new,3
Chinese,Hard,1.0,knowledge,9
Chinese,Hard,1.0,or,2
Chinese,Hard,0.9967,solve,5
Chinese,Hard,1.0,problems,8
Chinese,Hard,0.9951,some,4
Chinese,Hard,0.9973,prior,5
Chinese,Hard,1.0,learning,8
Chinese,Hard,0.6259,may,3
Chinese,Hard,0.6259,be,2
Chinese,Hard,0.9911,recalled,8
Chinese,Hard,0.9966,imperfectly,11
Chinese,Hard,0.999,or,2
Chinese,Hard,1.0,may,3
Chinese,Hard,1.0,never,5
Chinese,Hard,1.0,have,4
Chinese,Hard,0.8359,been,4
Chinese,Hard,1.0,completely,10
Chinese,Hard,0.9968,mastered,8
Chinese,Hard,1.0,during,6
Chinese,Hard,1.0,initial,7
Chinese,Hard,0.9998,acquisition,11
Chinese,Hard,1.0,students,8
Chinese,Hard,1.0,who,3
Chinese,Hard,1.0,can,3
Chinese,Hard,1.0,accurately,10
Chinese,Hard,0.9912,distinguish,11
Chinese,Hard,1.0,between,7
Chinese,Hard,1.0,what,4
Chinese,Hard,1.0,they,4
Chinese,Hard,0.9971,know,4
Chinese,Hard,1.0,and,3
Chinese,Hard,1.0,do,2
Chinese,Hard,1.0,not,3
Chinese,Hard,0.9715,know,4
Chinese,Hard,1.0,should,6
Chinese,Hard,0.9993,be,2
Chinese,Hard,0.6061,attend,6
